Restaurant ID,Restaurant name,Order ID,Subtotal,Delivery fee,Total taxes,Total,Payment method,Fulfillment date (YYYY-MM-DD),Fulfillment time,Service fees on subtotal
402973,Edo Japan,566456059,20.7,4.5,1.04,30.8,ONLINE,2022-09-10,13:45,2.28
402973,Edo Japan,566654326,22.5,4.5,1.13,30.61,CARD,2022-09-10,18:40,2.48
402973,Edo Japan,566975667,36.7,0,1.84,45.58,ONLINE,2022-09-11,12:58,4.04
402973,Edo Japan,567024357,14.65,4.5,0.73,21.49,ONLINE,2022-09-11,13:22,1.61
402973,Edo Japan,567150199,37.3,0,1.87,43.27,ONLINE,2022-09-11,17:05,4.1
402973,Edo Japan,567174144,94.9,0,4.75,110.09,CARD,2022-09-11,17:49,10.44
402973,Edo Japan,567473782,40.1,0,2.01,46.52,CARD,2022-09-12,13:15,4.41
402973,Edo Japan,567591649,29.7,4.5,1.49,38.96,CASH,2022-09-12,18:42,3.27
402973,Edo Japan,567910679,32.3,4.5,1.62,46.97,ONLINE,2022-09-13,15:41,3.55
402973,Edo Japan,568239494,57.05,0,2.85,79.42,ONLINE,2022-09-14,11:33,6.28
402973,Edo Japan,568251953,38.85,0,1.94,52.27,ONLINE,2022-09-14,11:55,4.27
402973,Edo Japan,568369556,29.9,4.5,1.5,41.19,PayPal,2022-09-14,16:25,3.29
402973,Edo Japan,568425099,43.95,0,2.2,56.08,ONLINE,2022-09-14,18:43,4.83
402973,Edo Japan,568703333,68.2,0,3.41,94.93,ONLINE,2022-09-15,12:05,7.5
402973,Edo Japan,568705598,27.35,4.5,1.37,39.23,ONLINE,2022-09-15,11:58,3.01
402973,Edo Japan,568902846,16.25,4.5,0.81,23.35,CASH,2022-09-15,18:57,1.79
402973,Edo Japan,569303644,20.35,4.5,1.02,31.11,ONLINE,2022-09-16,13:52,2.24
402973,Edo Japan,569372407,20.35,4.5,1.02,28.11,CARD,2022-09-17,12:11,2.24
402973,Edo Japan,569895534,29.9,4.5,1.5,39.19,CARD,2022-09-17,13:26,3.29
402973,Edo Japan,570539410,35.85,0,1.79,45.74,ONLINE,2022-09-18,15:13,3.94
402973,Edo Japan,570587673,44.15,0,2.21,51.22,ONLINE,2022-09-18,16:39,4.86
402973,Edo Japan,570675110,19.6,4.5,0.98,27.24,CARD,2022-09-18,19:16,2.16
402973,Edo Japan,570918583,32.4,4.5,1.62,46.29,ONLINE,2022-09-19,12:33,3.56
402973,Edo Japan,571019599,16.95,4.5,0.85,26.58,ONLINE,2022-09-19,16:55,1.86
402973,Edo Japan,571051373,39.5,0,1.98,51.79,Card (G-Pay / via Browser),2022-09-19,18:32,4.35
402973,Edo Japan,571079445,30.65,4.5,1.53,40.05,ONLINE,2022-09-19,19:50,3.37
402973,Edo Japan,571426196,35.7,0,1.79,44.73,ONLINE,2022-09-20,17:28,3.93
402973,Edo Japan,571428194,48.2,0,2.41,62.62,ONLINE,2022-09-20,17:21,5.3
402973,Edo Japan,571440258,23.25,4.5,1.16,34.62,ONLINE,2022-09-20,17:45,2.56
402973,Edo Japan,571856789,35.9,0,1.8,49.98,ONLINE,2022-09-21,17:21,3.95
402973,Edo Japan,571921178,29.1,4.5,1.46,41.26,ONLINE,2022-09-21,19:51,3.2
402973,Edo Japan,572154312,15.95,4.5,0.8,23,CARD,2022-09-22,12:33,1.75
402973,Edo Japan,572780115,57.05,0,2.85,69.49,ONLINE,2022-09-23,14:36,6.28
402973,Edo Japan,572914985,20.45,4.5,1.02,31.61,ONLINE,2022-09-23,17:55,2.25
402973,Edo Japan,572931870,34.3,4.5,1.72,50.93,ONLINE,2022-09-23,18:37,3.77
402973,Edo Japan,573286976,40.2,0,2.01,51.29,ONLINE,2022-09-24,12:20,4.42
402973,Edo Japan,573404247,35.55,0,1.78,44.24,ONLINE,2022-09-24,18:19,3.91
402973,Edo Japan,573410505,16.45,4.5,0.82,23.58,ONLINE,2022-09-24,15:31,1.81
402973,Edo Japan,573491342,69.35,0,3.47,80.45,ONLINE,2022-09-24,17:38,7.63
402973,Edo Japan,573579639,17.7,4.5,0.89,28.8,ONLINE,2022-09-25,17:21,1.95
402973,Edo Japan,574039638,35.4,0,1.77,41.06,ONLINE,2022-09-25,17:18,3.89
402973,Edo Japan,574086605,37.6,0,1.88,43.62,CARD,2022-09-25,18:56,4.14
402973,Edo Japan,574378882,45.95,0,2.3,58.1,PayPal,2022-09-26,14:30,5.05
402973,Edo Japan,574390937,17.55,4.5,0.88,24.86,CASH,2022-09-26,15:02,1.93
402973,Edo Japan,574463034,48,0,2.4,60.69,ONLINE,2022-09-26,18:12,5.28
402973,Edo Japan,574482141,32.8,4.5,1.64,45.53,ONLINE,2022-09-26,19:10,3.61
402973,Edo Japan,574483526,41.85,0,2.09,55.82,ONLINE,2022-09-26,19:33,4.6
402973,Edo Japan,574487333,39.45,0,1.97,45.76,CARD,2022-09-26,19:25,4.34
402973,Edo Japan,574723186,37.15,0,1.86,50,ONLINE,2022-09-27,12:19,4.09
402973,Edo Japan,574874371,70.1,0,3.51,85.39,ONLINE,2022-09-27,18:38,7.71
402973,Edo Japan,574885713,39.95,0,2,46.34,CARD,2022-09-27,19:08,4.39
402973,Edo Japan,575159047,39.9,0,2,50.92,ONLINE,2022-09-28,12:52,4.39
402974,Fritou Chicken,553392209,32.55,4.5,1.63,50.71,ONLINE,2022-08-16,13:38,3.58
402974,Fritou Chicken,553560457,28.14,4.5,1.41,37.15,ONLINE,2022-08-16,19:57,3.1
402974,Fritou Chicken,553784272,34.95,4.5,1.75,46.54,PayPal,2022-08-17,17:20,3.84
402974,Fritou Chicken,554476304,17.9,4.5,0.9,27.29,PayPal,2022-08-18,18:17,1.97
402974,Fritou Chicken,554965058,49.95,0,2.5,57.94,CARD,2022-08-19,14:51,5.49
402974,Fritou Chicken,555151752,61.9,0,3.1,71.81,CARD,2022-08-19,19:23,6.81
402974,Fritou Chicken,555160126,62.85,0,3.14,72.9,CARD,2022-08-19,19:35,6.91
402974,Fritou Chicken,556645129,25.9,4.5,1.3,34.55,CARD,2022-08-22,13:30,2.85
402974,Fritou Chicken,556784278,37.82,0,1.89,43.87,CARD,2022-08-22,18:54,4.16
402974,Fritou Chicken,556791681,49.95,0,2.5,60.84,ONLINE,2022-08-22,19:14,5.49
402974,Fritou Chicken,557150874,23.44,4.5,1.17,36.44,ONLINE,2022-08-23,16:04,2.58
402974,Fritou Chicken,557242159,54.3,0,2.72,62.99,CARD,2022-08-23,19:31,5.97
402974,Fritou Chicken,557707866,46.9,0,2.35,54.41,CARD,2022-08-24,19:14,5.16
402974,Fritou Chicken,558198190,20.9,4.5,1.05,28.75,CARD,2022-08-25,19:00,2.3
402974,Fritou Chicken,558550113,14.95,4.5,0.75,24.02,ONLINE,2022-08-26,12:16,1.64
402974,Fritou Chicken,558608203,17.4,4.5,0.87,27.18,PayPal,2022-08-26,13:43,1.91
402974,Fritou Chicken,558789863,34.95,4.5,1.75,48.64,ONLINE,2022-08-26,18:31,3.84
402974,Fritou Chicken,560470900,49.95,0,2.5,57.94,CARD,2022-08-29,19:22,5.49
402974,Fritou Chicken,561189283,25.85,4.5,1.29,34.48,CARD,2022-08-31,12:26,2.84
402974,Fritou Chicken,561397511,31.85,4.5,1.59,41.44,CARD,2022-08-31,19:59,3.5
402974,Fritou Chicken,561708830,17.9,4.5,0.9,25.27,ONLINE,2022-09-01,13:40,1.97
402974,Fritou Chicken,561843417,33.6,4.5,1.68,43.48,CASH,2022-09-01,18:23,3.7
402974,Fritou Chicken,561877073,31.9,4.5,1.6,45.71,ONLINE,2022-09-01,19:34,3.51
402974,Fritou Chicken,562977680,13.5,4.5,0.68,20.17,ONLINE,2022-09-03,15:59,1.49
402974,Fritou Chicken,563097074,42.8,0,2.14,52.13,PayPal,2022-09-03,19:19,4.71
402974,Fritou Chicken,563704150,45.65,0,2.28,52.95,CARD,2022-09-04,19:22,5.02
402974,Fritou Chicken,564565532,14.95,4.5,0.75,21.84,ONLINE,2022-09-06,19:03,1.64
402974,Fritou Chicken,564578788,49.95,0,2.5,60.94,ONLINE,2022-09-06,19:44,5.49
402974,Fritou Chicken,564801620,19.9,4.5,1,30.35,ONLINE,2022-09-07,11:43,2.19
402974,Fritou Chicken,564987891,72.25,0,3.61,92.19,ONLINE,2022-09-07,18:45,7.95
402974,Fritou Chicken,565336058,14.45,4.5,0.72,23.39,PayPal,2022-09-08,14:15,1.59
402974,Fritou Chicken,565474801,33.32,4.5,1.67,43.16,CARD,2022-09-08,19:46,3.67
402974,Fritou Chicken,565971993,37.8,0,1.89,46.92,ONLINE,2022-09-09,17:05,4.16
402974,Fritou Chicken,566653784,53.8,0,2.69,62.41,CARD,2022-09-10,18:57,5.92
402974,Fritou Chicken,566662482,25.94,4.5,1.3,37.01,PayPal,2022-09-10,19:14,2.85
402974,Fritou Chicken,566700029,13.95,4.5,0.7,20.68,ONLINE,2022-09-11,13:25,1.53
402974,Fritou Chicken,567209496,37.85,0,1.89,51.36,Card (G-Pay / via Browser),2022-09-11,19:03,4.16
402974,Fritou Chicken,567591772,58.75,0,2.94,74.15,ONLINE,2022-09-12,18:33,6.46
402974,Fritou Chicken,567617868,13.95,4.5,0.7,20.68,ONLINE,2022-09-12,19:54,1.53
402974,Fritou Chicken,567848544,17.4,4.5,0.87,27.15,PayPal,2022-09-13,12:26,1.91
402974,Fritou Chicken,568393445,47.8,0,2.39,55.45,CARD,2022-09-14,17:34,5.26
402974,Fritou Chicken,569389775,15.7,4.5,0.79,24.99,ONLINE,2022-09-16,16:16,1.73
402974,Fritou Chicken,569435426,45.65,0,2.28,56.95,ONLINE,2022-09-16,19:47,5.02
402974,Fritou Chicken,569484554,49.95,0,2.5,57.94,CASH,2022-09-16,18:43,5.49
402974,Fritou Chicken,570043787,57.69,0,2.88,66.92,CARD,2022-09-17,17:54,6.35
402974,Fritou Chicken,570047096,71.59,0,3.58,93.04,ONLINE,2022-09-17,17:36,7.87
402974,Fritou Chicken,571048727,16.2,4.5,0.81,26.78,Card (G-Pay / via Browser),2022-09-19,18:11,1.78
402974,Fritou Chicken,571298016,15.7,4.5,0.79,23.86,PayPal,2022-09-20,11:59,1.73
402974,Fritou Chicken,571450905,19.45,4.5,0.97,27.06,CASH,2022-09-20,18:18,2.14
402974,Fritou Chicken,571452631,28.85,4.5,1.44,43.27,PayPal,2022-09-20,18:18,3.17
402974,Fritou Chicken,571468994,24.4,4.5,1.22,32.8,ONLINE,2022-09-21,18:54,2.68
402974,Fritou Chicken,572204734,15.7,4.5,0.79,23.86,PayPal,2022-09-22,13:08,1.73
402974,Fritou Chicken,572938807,56.24,0,2.81,71.76,ONLINE,2022-09-23,18:53,6.19
402974,Fritou Chicken,573348883,14.75,4.5,0.74,21.61,ONLINE,2022-09-24,13:57,1.62
402974,Fritou Chicken,573524739,40.87,0,2.04,47.41,CASH,2022-09-24,18:29,4.5
402974,Fritou Chicken,574308391,16.2,4.5,0.81,27.02,Card (G-Pay / via Browser),2022-09-26,11:59,1.78
402974,Fritou Chicken,574466967,49.95,0,2.5,57.94,CARD,2022-09-26,18:25,5.49
402974,Fritou Chicken,575213009,19.99,4.5,1,27.69,ONLINE,2022-09-28,18:43,2.2
402974,Fritou Chicken,575332812,14.95,4.5,0.75,21.84,ONLINE,2022-09-28,19:53,1.64
402976,Husky House Restaurant Strathmore,556127308,41,0,2.05,47.56,CARD,2022-08-21,12:54,4.51
402976,Husky House Restaurant Strathmore,556220986,41,0,2.05,47.56,CARD,2022-08-21,15:37,4.51
402976,Husky House Restaurant Strathmore,559116031,44,0,2.2,51.04,CARD,2022-08-27,11:13,4.84
402976,Husky House Restaurant Strathmore,559466883,15,4.5,0.75,21.9,CARD,2022-08-28,16:49,1.65
402976,Husky House Restaurant Strathmore,560744056,75,0,3.75,87,CARD,2022-08-30,13:01,8.25
402976,Husky House Restaurant Strathmore,563969638,56,0,2.8,64.96,CARD,2022-09-05,13:17,6.16
402976,Husky House Restaurant Strathmore,563969818,17,4.5,0.85,24.22,CARD,2022-09-05,13:01,1.87
402976,Husky House Restaurant Strathmore,565744478,21,4.5,1.05,28.86,CARD,2022-09-09,11:06,2.31
402976,Husky House Restaurant Strathmore,568427300,15,4.5,0.75,21.9,CASH,2022-09-14,18:32,1.65
402976,Husky House Restaurant Strathmore,569775132,12,4.5,0.6,18.42,CASH,2022-09-17,10:37,1.32
402976,Husky House Restaurant Strathmore,571299874,25,4.5,1.25,33.5,CARD,2022-09-20,12:01,2.75
402976,Husky House Restaurant Strathmore,572875503,19,4.5,0.95,26.54,CARD,2022-09-23,17:03,2.09
402976,Husky House Restaurant Strathmore,573776803,54,0,2.7,62.64,CARD,2022-09-25,10:58,5.94
402976,Husky House Restaurant Strathmore,575086848,17,4.5,0.85,24.22,CARD,2022-09-28,10:34,1.87
402977,Dobre,554276314,28.89,4.5,1.44,38.01,CASH,2022-08-18,14:28,3.18
402977,Dobre,558809859,27.92,4.5,1.4,36.89,CARD,2022-08-26,19:04,3.07
402977,Dobre,562921493,13.95,4.5,0.7,20.68,CARD,2022-09-03,14:17,1.53
402977,Dobre,569499103,20.97,4.5,1.05,28.83,CARD,2022-09-16,18:49,2.31
402977,Dobre,572953386,13.95,4.5,0.7,20.68,CARD,2022-09-23,18:56,1.53
402977,Dobre,575259834,13.95,4.5,0.7,20.68,CARD,2022-09-28,16:41,1.53
402979,Imperial Dragon,553972130,175.9,0,8.8,204.05,CASH,2022-08-17,17:19,19.35
402979,Imperial Dragon,557661670,46.85,0,2.34,66.34,PayPal,2022-08-24,17:32,5.15
402979,Imperial Dragon,558153336,22.45,4.5,1.12,33.59,ONLINE,2022-08-25,17:21,2.47
402979,Imperial Dragon,559295759,27.95,4.5,1.4,39.92,ONLINE,2022-08-27,17:24,3.07
402979,Imperial Dragon,559376485,43.4,0,2.17,55.34,ONLINE,2022-08-27,17:22,4.77
402979,Imperial Dragon,559425766,35.4,0,1.77,41.06,CARD,2022-08-27,18:39,3.89
402979,Imperial Dragon,560401197,57.8,0,2.89,70.4,ONLINE,2022-08-29,16:29,6.36
402979,Imperial Dragon,561360573,78.7,0,3.94,91.3,CARD,2022-08-31,18:13,8.66
402979,Imperial Dragon,561850240,22.45,4.5,1.12,30.54,CARD,2022-09-01,18:13,2.47
402979,Imperial Dragon,562498251,75.75,0,3.79,96.66,ONLINE,2022-09-02,19:28,8.33
402979,Imperial Dragon,564096509,51.3,0,2.57,59.51,CARD,2022-09-05,17:01,5.64
402979,Imperial Dragon,564126713,43.85,0,2.19,50.86,ONLINE,2022-09-05,18:00,4.82
402979,Imperial Dragon,566081367,64.8,0,3.24,77.17,ONLINE,2022-09-09,19:36,7.13
402979,Imperial Dragon,566613440,42.9,0,2.15,55.24,ONLINE,2022-09-10,17:36,4.72
402979,Imperial Dragon,566684098,37.1,0,1.86,43.04,CARD,2022-09-10,19:44,4.08
402979,Imperial Dragon,567159296,22.45,4.5,1.12,35.73,ONLINE,2022-09-11,17:08,2.47
402979,Imperial Dragon,568328416,94.45,0,4.72,109.56,ONLINE,2022-09-14,17:21,10.39
402979,Imperial Dragon,570595118,43.85,0,2.19,50.86,CARD,2022-09-18,16:51,4.82
402979,Imperial Dragon,571008861,82.2,0,4.11,95.35,ONLINE,2022-09-19,16:46,9.04
402979,Imperial Dragon,571850515,75.05,0,3.75,92.28,ONLINE,2022-09-21,16:58,8.26
402979,Imperial Dragon,571915593,33.9,4.5,1.7,43.83,CARD,2022-09-21,19:26,3.73
402981,Little Caesars,553474278,43.98,0,2.2,56.12,ONLINE,2022-08-16,16:37,4.84
402981,Little Caesars,554343805,61.95,0,3.1,76.89,ONLINE,2022-08-18,13:03,6.81
402981,Little Caesars,555633083,27.43,4.5,1.37,36.32,CARD,2022-08-20,15:43,3.02
402981,Little Caesars,555711002,12.48,4.5,0.62,23.14,ONLINE,2022-08-20,17:26,1.37
402981,Little Caesars,555803395,72.47,0,3.62,94.99,ONLINE,2022-08-20,19:52,7.97
402981,Little Caesars,555833082,38.7,0,1.94,44.9,CARD,2022-08-20,21:13,4.26
402981,Little Caesars,556290380,41.95,0,2.1,48.66,ONLINE,2022-08-21,17:11,4.61
402981,Little Caesars,556331328,24.81,4.5,1.24,33.28,CARD,2022-08-21,18:16,2.73
402981,Little Caesars,556755079,34.73,4.5,1.74,52.85,ONLINE,2022-08-22,17:45,3.82
402981,Little Caesars,557204721,18.98,4.5,0.95,28.64,PayPal,2022-08-23,17:51,2.09
402981,Little Caesars,557688365,39.97,0,2,46.37,CARD,2022-08-24,18:26,4.4
402981,Little Caesars,557719433,27.97,4.5,1.4,42.12,ONLINE,2022-08-24,19:49,3.08
402981,Little Caesars,558522129,54.47,0,2.72,68.23,ONLINE,2022-08-26,11:48,5.99
402981,Little Caesars,558780104,9.97,4.5,0.5,16.07,ONLINE,2022-08-26,19:57,1.1
402981,Little Caesars,558805513,59.87,0,2.99,69.45,CARD,2022-08-26,18:34,6.59
402981,Little Caesars,559349952,20.99,4.5,1.05,31.74,ONLINE,2022-08-27,17:31,2.31
402981,Little Caesars,559410555,41.63,0,2.08,50.29,ONLINE,2022-08-27,18:09,4.58
402981,Little Caesars,560859707,21.76,4.5,1.09,29.74,CARD,2022-08-30,17:00,2.39
402981,Little Caesars,560924526,27.72,4.5,1.39,36.66,CASH,2022-08-30,19:34,3.05
402981,Little Caesars,561284678,39.47,0,1.97,50.36,ONLINE,2022-08-31,15:48,4.34
402981,Little Caesars,561298338,35.48,0,1.77,46.91,ONLINE,2022-08-31,16:12,3.9
402981,Little Caesars,561805902,31.93,4.5,1.6,47.77,ONLINE,2022-09-01,16:55,3.51
402981,Little Caesars,562235995,35.46,0,1.77,43.13,PayPal,2022-09-02,12:39,3.9
402981,Little Caesars,562410468,23.98,4.5,1.2,35.32,ONLINE,2022-09-02,17:11,2.64
402981,Little Caesars,562479482,20.99,4.5,1.05,28.85,ONLINE,2022-09-02,19:50,2.31
402981,Little Caesars,563057691,50.53,0,2.53,58.62,CARD,2022-09-03,17:44,5.56
402981,Little Caesars,563112639,30.98,4.5,1.55,40.44,ONLINE,2022-09-03,19:07,3.41
402981,Little Caesars,563129408,43.92,0,2.2,50.95,ONLINE,2022-09-03,19:37,4.83
402981,Little Caesars,563722096,15.49,4.5,0.77,25.46,ONLINE,2022-09-04,19:49,1.7
402981,Little Caesars,564095896,36.47,0,1.82,47.38,ONLINE,2022-09-05,17:04,4.01
402981,Little Caesars,564111178,36.76,0,1.84,42.64,CARD,2022-09-05,17:37,4.04
402981,Little Caesars,564111325,24.74,4.5,1.24,37.2,ONLINE,2022-09-05,17:36,2.72
402981,Little Caesars,564134872,41.97,0,2.1,53.07,ONLINE,2022-09-05,18:30,4.62
402981,Little Caesars,565039773,31.98,4.5,1.6,44.1,ONLINE,2022-09-07,20:34,3.52
402981,Little Caesars,565306224,7.99,4.5,0.4,13.77,CASH,2022-09-08,13:16,0.88
402981,Little Caesars,565324491,22.99,4.5,1.15,31.17,CARD,2022-09-08,13:38,2.53
402981,Little Caesars,565970411,15.99,4.5,0.8,24.2,ONLINE,2022-09-09,16:48,1.76
402981,Little Caesars,565981510,37.96,0,1.9,48.44,ONLINE,2022-09-09,17:07,4.18
402981,Little Caesars,566066586,20.99,4.5,1.05,30.85,PayPal,2022-09-09,19:05,2.31
402981,Little Caesars,566068497,25.76,4.5,1.29,39.54,PayPal,2022-09-09,19:11,2.83
402981,Little Caesars,567135023,22.28,4.5,1.11,33.68,ONLINE,2022-09-11,16:33,2.45
402981,Little Caesars,567477940,24.97,4.5,1.25,33.47,ONLINE,2022-09-12,13:29,2.75
402981,Little Caesars,567961970,38.96,0,1.95,49.72,ONLINE,2022-09-13,17:16,4.29
402981,Little Caesars,568375319,38.96,0,1.95,45.2,ONLINE,2022-09-14,16:32,4.29
402981,Little Caesars,568408998,37.71,0,1.89,43.75,CASH,2022-09-14,17:50,4.15
402981,Little Caesars,568868687,29.47,4.5,1.47,40.68,PayPal,2022-09-15,17:39,3.24
402981,Little Caesars,568904004,23.95,4.5,1.2,32.28,CASH,2022-09-15,19:02,2.63
402981,Little Caesars,570142779,40.93,0,2.05,47.48,CASH,2022-09-17,19:47,4.5
402981,Little Caesars,570175847,73.68,0,3.68,85.46,ONLINE,2022-09-17,21:25,8.1
402981,Little Caesars,570487680,29.27,4.5,1.46,38.45,ONLINE,2022-09-18,13:30,3.22
402981,Little Caesars,571040485,50.92,0,2.55,59.07,CASH,2022-09-19,17:49,5.6
402981,Little Caesars,571434568,52.39,0,2.62,60.77,CARD,2022-09-20,17:30,5.76
402981,Little Caesars,571930037,34.98,4.5,1.75,45.08,PayPal,2022-09-21,20:19,3.85
402981,Little Caesars,572381776,16.48,4.5,0.82,23.61,CARD,2022-09-22,19:37,1.81
402981,Little Caesars,572970214,42.73,0,2.14,49.57,CARD,2022-09-23,19:26,4.7
402981,Little Caesars,572972147,32.54,4.5,1.63,47.32,ONLINE,2022-09-23,19:33,3.58
402981,Little Caesars,573365506,25.96,4.5,1.3,34.62,ONLINE,2022-09-24,14:16,2.86
402981,Little Caesars,573484882,21.76,4.5,1.09,29.74,CARD,2022-09-24,18:07,2.39
402981,Little Caesars,573563118,36.46,0,1.82,47.29,ONLINE,2022-09-24,19:17,4.01
402981,Little Caesars,574055395,36.97,0,1.85,42.89,ONLINE,2022-09-25,18:01,4.07
402981,Little Caesars,574426422,37.42,0,1.87,49.92,ONLINE,2022-09-26,16:31,4.12
402981,Little Caesars,574502581,13.77,4.5,0.69,20.47,CASH,2022-09-26,20:19,1.51
402981,Little Caesars,574908901,40.48,0,2.02,51.65,PayPal,2022-09-27,20:30,4.45
402982,McDonald's,553517507,4.29,4.5,0.21,9.47,CARD,2022-08-16,18:06,0.47
402982,McDonald's,553533187,9.78,4.5,0.49,19.02,ONLINE,2022-08-16,18:41,1.08
402982,McDonald's,553818580,28.85,0,1.44,38.48,PayPal,2022-08-17,13:46,3.17
402982,McDonald's,553880164,31.11,0,1.56,36.09,CARD,2022-08-17,14:02,3.42
402982,McDonald's,553880425,17.25,4.5,0.86,24.51,CARD,2022-08-17,13:58,1.9
402982,McDonald's,553943382,15.98,4.5,0.8,23.04,CASH,2022-08-17,16:48,1.76
402982,McDonald's,554041652,16.58,4.5,0.83,27.23,ONLINE,2022-08-17,19:46,1.82
402982,McDonald's,554073434,13.36,4.5,0.67,20,CARD,2022-08-17,22:00,1.47
402982,McDonald's,554315590,29.41,0,1.47,39.24,ONLINE,2022-08-18,12:12,3.24
402982,McDonald's,554345638,43.03,0,2.15,49.91,CARD,2022-08-18,13:01,4.73
402982,McDonald's,554582668,18.07,4.5,0.9,25.46,CARD,2022-08-18,22:03,1.99
402982,McDonald's,554894891,32.45,0,1.62,42.65,PayPal,2022-08-19,12:44,3.57
402982,McDonald's,554915394,33.65,0,1.68,39.03,CARD,2022-08-19,13:13,3.7
402982,McDonald's,555022098,26.27,0,1.31,33.52,ONLINE,2022-08-19,16:11,2.89
402982,McDonald's,555056549,31.11,0,1.56,36.09,CARD,2022-08-19,16:52,3.42
402982,McDonald's,555136163,25.35,0,1.27,29.41,CASH,2022-08-19,18:37,2.79
402982,McDonald's,555146797,4.36,4.5,0.22,9.56,CARD,2022-08-19,18:57,0.48
402982,McDonald's,555161956,25.45,0,1.27,29.52,CARD,2022-08-19,19:24,2.8
402982,McDonald's,555476076,20.48,4.5,1.02,28.25,ONLINE,2022-08-20,11:50,2.25
402982,McDonald's,555483647,12.05,4.5,0.6,21.44,ONLINE,2022-08-20,11:59,1.33
402982,McDonald's,555759588,55.58,0,2.78,68.34,ONLINE,2022-08-20,18:41,6.11
402982,McDonald's,556065418,5.59,4.5,0.28,10.98,CASH,2022-08-21,21:34,0.61
402982,McDonald's,556336108,30.31,0,1.52,40.16,ONLINE,2022-08-21,19:09,3.33
402982,McDonald's,556350409,13.17,4.5,0.66,21.56,ONLINE,2022-08-21,18:48,1.45
402982,McDonald's,556400108,13.17,4.5,0.66,23.34,ONLINE,2022-08-21,21:22,1.45
402982,McDonald's,556522854,23.85,4.5,1.19,33.45,ONLINE,2022-08-22,12:36,2.62
402982,McDonald's,556589350,7.79,4.5,0.39,13.54,CASH,2022-08-22,11:34,0.86
402982,McDonald's,556636857,11.59,4.5,0.58,17.94,ONLINE,2022-08-22,13:04,1.27
402982,McDonald's,556639129,26.56,0,1.33,30.81,ONLINE,2022-08-22,13:15,2.92
402982,McDonald's,556778259,16.27,4.5,0.81,23.37,CASH,2022-08-23,16:02,1.79
402982,McDonald's,556829662,14.06,4.5,0.7,20.81,CASH,2022-08-22,21:54,1.55
402982,McDonald's,557033292,25.05,0,1.25,29.06,CARD,2022-08-23,12:40,2.76
402982,McDonald's,557180854,12.97,4.5,0.65,19.55,ONLINE,2022-08-23,17:00,1.43
402982,McDonald's,557278105,67.21,0,3.36,77.96,CASH,2022-08-23,22:01,7.39
402982,McDonald's,557531267,39.42,0,1.97,45.73,ONLINE,2022-08-24,13:06,4.34
402982,McDonald's,557566285,15.77,4.5,0.79,22.79,ONLINE,2022-08-24,14:14,1.73
402982,McDonald's,557639612,22.66,4.5,1.13,33.55,PayPal,2022-08-24,16:54,2.49
402982,McDonald's,557657208,27.67,0,1.38,32.09,CARD,2022-08-24,17:38,3.04
402982,McDonald's,557698439,19.56,4.5,0.98,27.19,CASH,2022-08-24,18:55,2.15
402982,McDonald's,557701124,32.35,0,1.62,37.53,CASH,2022-08-24,19:00,3.56
402982,McDonald's,557701465,7.79,4.5,0.39,13.54,CARD,2022-08-24,18:56,0.86
402982,McDonald's,557703487,7.79,4.5,0.39,13.54,CARD,2022-08-24,19:01,0.86
402982,McDonald's,557707499,39.64,0,1.98,50.98,PayPal,2022-08-24,19:35,4.36
402982,McDonald's,557725663,24.97,4.5,1.25,36.47,PayPal,2022-08-24,20:03,2.75
402982,McDonald's,557735863,13.29,4.5,0.66,19.91,CASH,2022-08-24,20:42,1.46
402982,McDonald's,557739483,41.48,0,2.07,48.11,ONLINE,2022-08-24,20:58,4.56
402982,McDonald's,557983940,24.04,4.5,1.2,35.94,ONLINE,2022-08-25,12:06,2.64
402982,McDonald's,558005661,16.47,4.5,0.82,23.6,CASH,2022-08-25,12:46,1.81
402982,McDonald's,558022890,9.67,4.5,0.48,18.07,ONLINE,2022-08-25,13:15,1.06
402982,McDonald's,558091470,33.76,0,1.69,39.16,CARD,2022-08-25,15:32,3.71
402982,McDonald's,558184318,32.15,0,1.61,40.28,ONLINE,2022-08-25,18:36,3.54
402982,McDonald's,558192040,71.86,0,3.59,83.35,CASH,2022-08-25,18:47,7.9
402982,McDonald's,558216144,46.12,0,2.31,53.5,CASH,2022-08-25,19:45,5.07
402982,McDonald's,558240875,6.18,4.5,0.31,11.67,ONLINE,2022-08-25,21:03,0.68
402982,McDonald's,558243428,18.67,4.5,0.93,28.77,ONLINE,2022-08-25,21:16,2.05
402982,McDonald's,558248696,39.96,0,2,46.36,CARD,2022-08-25,21:37,4.4
402982,McDonald's,558253098,23.61,4.5,1.18,31.89,ONLINE,2022-08-25,22:07,2.6
402982,McDonald's,558546984,29.26,0,1.46,43.44,ONLINE,2022-08-26,12:15,3.22
402982,McDonald's,558555344,31.11,0,1.56,36.09,CARD,2022-08-26,12:21,3.42
402982,McDonald's,558556356,21.66,4.5,1.08,29.62,ONLINE,2022-08-26,13:14,2.38
402982,McDonald's,558579536,40.93,0,2.05,52.48,ONLINE,2022-08-26,13:02,4.5
402982,McDonald's,558735612,11.89,4.5,0.59,18.29,CASH,2022-08-26,17:07,1.31
402982,McDonald's,558781183,25.38,0,1.27,29.44,CASH,2022-08-26,18:03,2.79
402982,McDonald's,558858096,12.56,4.5,0.63,19.07,CARD,2022-08-26,20:15,1.38
